Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,ChurnIndicator,Churn Category,Churn Reason,Churn Score,City,CLTV,Contract,Country,CustomerID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,MonthlyCharges,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,CallDuration,DataUsage,Location,ServicePlan,Complaints,Tenure,SessionCount,CongestionRisk,Cost,Profit,ChurnLabel
30,51,5.09,0,Unknown,Unknown,41,Dana Point,4651,Month-to-Month,United States,1767-TGTKO,Stayed,1,0,Female,1,DSL,"33.477923, -117.705314",33.477923,-117.705314,1,45.45,0,2,0,Offer E,0,0,1,1,Bank Withdrawal,1,27730,0,Q3,0,4,0,California,0,0,0,8,411.75,0,40.72,0.0,452.47,0,1,92629,1470,24.150515,Bhaktapur,Month-to-Month,6,43,3,High,65.6257719039917,-20.175771903991702,0.0
80,3,18.46,0,Unknown,Unknown,43,Mountain View,4223,Two Year,United States,1768-HNVGJ,Stayed,0,0,Female,1,Cable,"37.419725, -122.062947",37.419725,-122.062947,0,70.05,1,0,0,Offer B,0,1,1,0,Bank Withdrawal,1,27822,1,Q3,0,3,1,California,1,1,0,45,3062.45,0,830.7,0.0,3893.15,0,1,94043,3920,36.450516,Bhaktapur,Two Year,6,43,3,High,133.07577362060547,-63.02577362060548,0.0
74,5,0.0,1,Competitor,Competitor made better offer,67,Rio Dell,5688,Month-to-Month,United States,1768-ZAIFU,Churned,0,0,Female,1,Cable,"40.485849, -124.163234",40.485849,-124.163234,0,25.2,0,0,0,Unknown,0,0,1,0,Bank Withdrawal,0,3284,0,Q3,0,1,1,California,0,0,0,1,25.2,0,0.0,0.0,25.2,0,1,95562,3626,14.025515,Bhaktapur,Month-to-Month,6,43,3,High,93.5582719039917,-68.35827190399169,1.0
19,26,2.76,0,Unknown,Unknown,28,Gridley,4911,Month-to-Month,United States,1769-GRUIK,Stayed,0,0,Female,1,Fiber Optic,"39.346898, -121.759537",39.346898,-121.759537,0,71.1,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,9763,0,Q3,0,5,0,California,0,0,0,18,1247.75,150,49.68,0.0,1447.43,1,0,95948,931,36.975513,Bhaktapur,Month-to-Month,6,43,3,High,74.08327018737793,-2.98327018737794,0.0
19,59,0.0,0,Unknown,Unknown,77,Colfax,2515,Month-to-Month,United States,1777-JYQPJ,Joined,0,0,Male,1,DSL,"39.084645, -120.894014",39.084645,-120.894014,0,24.3,0,0,0,Offer E,0,0,0,0,Mailed Check,0,8525,0,Q3,0,4,0,California,0,0,0,2,38.45,0,0.0,0.0,38.45,1,1,95713,931,13.575515,Bhaktapur,Month-to-Month,6,43,3,High,38.983272190094,-14.683272190093998,0.0
63,0,4.76,0,Unknown,Unknown,43,Vacaville,3595,Month-to-Month,United States,1784-BXEFA,Stayed,0,0,Female,0,Fiber Optic,"38.419088, -122.024568",38.419088,-122.024568,0,20.55,0,0,0,Unknown,0,0,1,0,Mailed Check,1,32564,0,Q3,0,3,0,California,0,0,0,10,187.35,0,47.6,0.0,234.95,0,0,95688,3087,11.700515,Bhaktapur,Month-to-Month,6,43,3,High,79.290772190094,-58.740772190094006,0.0
31,21,29.4,0,Unknown,Unknown,33,Hemet,4640,One Year,United States,1784-EZDKJ,Stayed,0,1,Male,1,Fiber Optic,"33.644585, -116.871544",33.644585,-116.871544,1,106.8,1,0,3,Offer B,1,0,1,1,Bank Withdrawal,1,39264,0,Q3,1,3,0,California,1,1,1,51,5498.8,140,1499.4,0.0,7138.2,0,0,92544,1519,54.825516,Bhaktapur,One Year,6,43,3,High,112.61827362060546,-5.818273620605467,0.0
64,12,3.18,0,Unknown,Unknown,26,Santa Monica,4022,Month-to-Month,United States,1785-BPHTP,Stayed,1,1,Male,1,Fiber Optic,"34.031529, -118.491156",34.031529,-118.491156,1,85.45,0,2,6,Unknown,0,0,0,1,Bank Withdrawal,1,23559,0,Q3,1,3,0,California,0,0,1,28,2289.9,0,89.04,0.0,2378.94,0,1,90403,3136,44.150517,Bhaktapur,Month-to-Month,6,43,3,High,128.94577476501465,-43.495774765014644,0.0
28,52,32.06,0,Unknown,Unknown,31,El Dorado,5056,Month-to-Month,United States,1791-PQHBB,Joined,1,0,Female,1,Cable,"38.63153, -120.842609",38.63153,-120.842609,0,61.2,0,2,0,Offer E,0,1,1,0,Credit Card,1,4097,0,Q3,0,4,0,California,1,1,0,2,125.95,0,64.12,0.0,190.07,1,1,95623,1372,32.025517,Bhaktapur,Month-to-Month,6,43,3,High,75.47827476501465,-14.278274765014643,0.0
80,28,30.37,1,Dissatisfaction,Service dissatisfaction,89,San Jose,5082,Month-to-Month,United States,1792-UXAFY,Churned,0,1,Female,1,Fiber Optic,"37.34667, -121.910019",37.34667,-121.910019,0,89.15,0,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,18197,0,Q3,0,1,1,California,0,0,1,17,1496.9,0,516.29,0.0,2013.19,0,1,95110,3920,46.000515,Bhaktapur,Month-to-Month,6,43,3,High,147.4007724761963,-58.25077247619629,1.0
22,59,24.36,0,Unknown,Unknown,75,Dorris,3974,Month-to-Month,United States,1794-SWWKL,Stayed,1,1,Male,1,DSL,"41.949216, -122.050062",41.949216,-122.050062,1,59.65,1,2,6,Offer D,0,0,1,1,Bank Withdrawal,1,1162,1,Q3,1,4,0,California,0,0,0,15,867.1,0,365.4,32.65,1199.85,1,1,96023,1078,31.250515,Bhaktapur,Month-to-Month,6,43,3,High,68.43577247619629,-8.785772476196293,0.0
33,0,34.57,0,Unknown,Unknown,40,Fiddletown,4079,Month-to-Month,United States,1796-JANOW,Joined,0,0,Female,0,Fiber Optic,"38.513484, -120.704613",38.513484,-120.704613,0,19.95,0,0,0,Offer E,0,0,0,0,Credit Card,1,850,0,Q3,0,4,0,California,0,0,0,2,38.15,0,69.14,0.0,107.29,0,0,95629,1617,11.400515,Bhaktapur,Month-to-Month,6,43,3,High,49.4407719039917,-29.490771903991703,0.0
56,14,23.89,1,Competitor,Competitor had better devices,85,Newport Beach,4846,Month-to-Month,United States,1809-DMJHQ,Churned,1,0,Female,1,DSL,"33.634626, -117.874882",33.634626,-117.874882,0,46.0,0,1,0,Unknown,0,0,0,0,Mailed Check,1,28687,0,Q3,0,1,0,California,0,0,0,5,221.7,0,119.45,0.0,341.15,0,1,92660,2744,24.425514,Bhaktapur,Month-to-Month,6,43,3,High,91.5182713317871,-45.518271331787105,1.0
63,8,35.0,0,Unknown,Unknown,26,Vacaville,4745,One Year,United States,1810-BOHSY,Stayed,0,0,Male,1,Fiber Optic,"38.333133, -121.920151",38.333133,-121.920151,1,96.4,1,0,7,Offer B,1,1,1,1,Credit Card,1,63157,0,Q3,1,3,0,California,1,1,0,51,4911.05,0,1785.0,0.0,6696.05,0,1,95687,3087,49.625515,Bhaktapur,One Year,6,43,3,High,136.1782724761963,-39.77827247619629,0.0
47,0,23.25,0,Unknown,Unknown,31,Orange,5384,One Year,United States,1813-JLKWR,Stayed,0,0,Female,0,Fiber Optic,"33.787796, -117.875928",33.787796,-117.875928,1,19.8,0,0,7,Unknown,0,0,0,1,Bank Withdrawal,1,23172,0,Q3,1,5,0,California,0,0,0,64,1336.65,0,1488.0,0.0,2824.65,0,0,92868,2303,11.325515,Bhaktapur,One Year,6,43,3,High,63.048272190093996,-43.248272190094,0.0
63,0,5.41,0,Unknown,Unknown,24,Loma Linda,4855,Month-to-Month,United States,1814-DKOLC,Stayed,0,0,Female,0,Fiber Optic,"34.049315, -117.255974",34.049315,-117.255974,0,25.45,1,0,0,Unknown,0,0,0,0,Credit Card,1,18068,0,Q3,0,3,0,California,0,0,0,5,134.75,0,27.05,0.0,161.8,0,0,92354,3087,14.150515,Bhaktapur,Month-to-Month,6,43,3,High,82.96577190399171,-57.515771903991705,0.0
34,22,0.0,0,Unknown,Unknown,40,Fawnskin,3923,Month-to-Month,United States,1816-FLZDK,Joined,0,0,Male,1,DSL,"34.274846, -116.937581",34.274846,-116.937581,0,29.15,0,0,0,Unknown,0,0,0,0,Credit Card,0,414,1,Q3,0,5,0,California,0,0,0,1,29.15,0,0.0,0.0,29.15,0,1,92333,1666,16.000515,Bhaktapur,Month-to-Month,6,43,3,High,57.32077247619629,-28.17077247619629,0.0
31,2,39.62,0,Unknown,Unknown,54,San Joaquin,4384,Month-to-Month,United States,1818-ESQMW,Stayed,0,1,Female,1,Fiber Optic,"36.600193, -120.153393",36.600193,-120.153393,0,89.2,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,4318,1,Q3,0,3,0,California,1,1,0,27,2383.6,0,1069.74,0.0,3453.34,0,1,93660,1519,46.025517,Bhaktapur,Month-to-Month,6,43,3,High,99.41827476501464,-10.218274765014641,0.0
59,0,48.29,0,Unknown,Unknown,36,Orick,4755,Two Year,United States,1820-DJFPH,Stayed,1,0,Female,0,Fiber Optic,"41.336354, -124.044354",41.336354,-124.044354,1,24.05,1,3,4,Unknown,0,0,1,1,Bank Withdrawal,1,494,0,Q3,1,4,0,California,0,0,0,72,1709.15,0,3476.88,0.0,5186.03,0,0,95555,2891,13.450515,Bhaktapur,Two Year,6,43,3,High,77.99577219009399,-53.94577219009399,0.0
27,48,49.43,1,Attitude,Attitude of support person,76,Madera,3042,Month-to-Month,United States,1820-TQVEV,Churned,0,0,Male,1,Fiber Optic,"37.004068, -119.930027",37.004068,-119.930027,0,69.55,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,49247,0,Q3,0,2,0,California,0,1,0,1,69.55,0,49.43,0.0,118.98,1,1,93638,1323,36.200516,Bhaktapur,Month-to-Month,6,43,3,High,80.76077362060548,-11.21077362060548,1.0
23,73,37.75,0,Unknown,Unknown,68,San Bernardino,5995,Two Year,United States,1832-PEUTS,Stayed,1,1,Male,1,Fiber Optic,"34.106922, -117.297553",34.106922,-117.297553,1,89.1,1,2,4,Offer B,0,0,1,1,Credit Card,1,44556,0,Q3,1,4,0,California,0,0,1,62,5411.65,0,2340.5,0.0,7752.15,1,1,92410,1127,45.975513,Bhaktapur,Two Year,6,43,3,High,91.50327018737792,-2.4032701873779274,0.0
70,23,48.95,1,Price,Price too high,71,Perris,4684,Month-to-Month,United States,1833-VGRUM,Churned,0,0,Female,1,Fiber Optic,"33.787298, -117.320676",33.787298,-117.320676,0,74.2,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,36817,0,Q3,0,2,1,California,0,0,0,1,74.2,0,48.95,0.0,123.15,0,1,92570,3430,38.525517,Bhaktapur,Month-to-Month,6,43,3,High,126.38827476501466,-52.188274765014654,1.0
59,29,10.03,0,Unknown,Unknown,73,Upper Lake,4298,One Year,United States,1834-ABKHQ,Stayed,1,1,Female,1,Cable,"39.220368, -122.907693",39.220368,-122.907693,1,50.95,0,2,2,Offer B,0,0,1,1,Bank Withdrawal,1,2344,0,Q3,1,4,0,California,0,0,0,52,2610.65,0,521.56,0.0,3132.21,0,1,95485,2891,26.900515,Bhaktapur,One Year,6,43,3,High,98.17077190399169,-47.22077190399169,0.0
61,0,40.81,0,Unknown,Unknown,58,Nevada City,3000,One Year,United States,1834-WULEG,Stayed,1,0,Male,0,Fiber Optic,"39.333737, -120.858667",39.333737,-120.858667,1,20.25,0,2,5,Offer C,0,0,0,1,Mailed Check,1,17269,0,Q3,1,4,0,California,0,0,0,24,439.75,0,979.44,0.0,1419.19,0,0,95959,2989,11.550514,Bhaktapur,One Year,6,43,3,High,77.10577133178711,-56.85577133178711,0.0
54,13,0.0,0,Unknown,Unknown,55,Buena Park,4093,Two Year,United States,1837-YQUCE,Stayed,0,1,Female,1,DSL,"33.845706, -118.012204",33.845706,-118.012204,0,58.35,0,0,0,Offer A,0,1,1,0,Bank Withdrawal,0,44442,1,Q3,0,3,0,California,1,1,1,70,4214.25,0,0.0,0.0,4214.25,0,1,90620,2646,30.600515,Bhaktapur,Two Year,6,43,3,High,98.82077304840088,-40.47077304840088,0.0
20,0,27.64,0,Unknown,Unknown,55,Pasadena,3756,One Year,United States,1839-UMACK,Stayed,0,0,Male,0,Fiber Optic,"34.139402, -118.128658",34.139402,-118.128658,0,25.05,1,0,0,Unknown,0,0,0,0,Bank Withdrawal,1,23742,0,Q3,0,5,0,California,0,0,0,42,949.85,0,1160.88,0.0,2110.73,1,0,91106,980,13.950515,Bhaktapur,One Year,6,43,3,High,40.525772190093996,-15.475772190093995,0.0
23,52,32.5,0,Unknown,Unknown,73,Hayward,2989,One Year,United States,1840-BIUOG,Stayed,0,0,Male,1,DSL,"37.62984, -122.120843",37.62984,-122.120843,0,68.7,1,0,0,Unknown,1,0,1,0,Bank Withdrawal,1,27311,1,Q3,0,3,0,California,0,0,1,20,1416.2,0,650.0,0.0,2066.2,1,1,94545,1127,35.775517,Bhaktapur,One Year,6,43,3,High,76.20327476501464,-7.503274765014638,0.0
58,22,40.78,0,Unknown,Unknown,59,South El Monte,6258,Two Year,United States,1841-YSJGV,Stayed,0,0,Male,1,Fiber Optic,"34.04622, -118.053753",34.04622,-118.053753,1,109.95,1,0,9,Offer A,1,1,1,1,Credit Card,1,45645,1,Q3,1,4,0,California,1,1,1,72,7852.4,0,2936.16,0.0,10788.56,0,1,91733,2842,56.400517,Bhaktapur,Two Year,6,43,3,High,141.44077476501465,-31.49077476501465,0.0
56,0,27.62,0,Unknown,Unknown,58,Standish,3163,Two Year,United States,1843-TLSGD,Stayed,1,0,Female,0,Fiber Optic,"40.346634, -120.386422",40.346634,-120.386422,1,20.85,0,3,6,Unknown,0,0,0,1,Credit Card,1,408,0,Q3,1,4,0,California,0,0,0,13,272.35,0,359.06,0.0,631.41,0,0,96128,2744,11.850514,Bhaktapur,Two Year,6,43,3,High,72.6557716178894,-51.8057716178894,0.0
71,27,40.19,0,Unknown,Unknown,49,Pomona,2656,Two Year,United States,1845-CSBRZ,Stayed,1,0,Female,1,Fiber Optic,"34.042286, -117.756106",34.042286,-117.756106,1,85.35,1,1,7,Offer D,0,0,0,1,Bank Withdrawal,1,69974,0,Q3,1,5,1,California,0,0,1,22,1961.6,0,884.18,0.0,2845.78,0,1,91766,3479,44.100513,Bhaktapur,Two Year,6,43,3,High,135.7307701873779,-50.38077018737792,0.0
80,8,47.97,1,Competitor,Competitor made better offer,71,Bradley,2825,Month-to-Month,United States,1846-XWOQN,Churned,0,0,Female,1,Fiber Optic,"35.842889, -121.004862",35.842889,-121.004862,0,70.15,0,0,0,Unknown,0,0,1,0,Bank Withdrawal,1,1363,0,Q3,0,2,1,California,0,0,0,1,70.15,0,47.97,0.0,118.12,0,1,93426,3920,36.500515,Bhaktapur,Month-to-Month,6,43,3,High,133.1507724761963,-63.00077247619629,1.0
19,53,33.24,0,Unknown,Unknown,42,Downey,2547,Month-to-Month,United States,1848-LBZHY,Stayed,0,0,Female,1,DSL,"33.921793, -118.140588",33.921793,-118.140588,1,50.3,0,0,7,Unknown,0,1,1,1,Bank Withdrawal,1,42459,0,Q3,1,3,0,California,0,0,0,7,355.1,0,232.68,0.0,587.78,1,1,90242,931,26.575514,Bhaktapur,Month-to-Month,6,43,3,High,58.483270759582524,-8.183270759582527,0.0
61,0,14.37,0,Unknown,Unknown,42,Santa Cruz,4577,Month-to-Month,United States,1850-AKQEP,Stayed,1,0,Male,0,Fiber Optic,"37.007882, -122.065975",37.007882,-122.065975,0,20.35,0,1,0,Unknown,0,0,0,0,Credit Card,1,4563,0,Q3,0,3,0,California,0,0,0,8,178.7,0,114.96,0.0,293.66,0,0,95064,2989,11.600514,Bhaktapur,Month-to-Month,6,43,3,High,77.1807716178894,-56.830771617889404,0.0
20,47,43.78,0,Unknown,Unknown,30,Mad River,4709,Month-to-Month,United States,1852-XEMDW,Stayed,0,1,Male,1,DSL,"40.390301, -123.412327",40.390301,-123.412327,0,65.05,1,0,0,Offer D,1,1,0,0,Credit Card,1,265,0,Q3,0,4,0,California,0,0,0,22,1427.55,10,963.16,0.0,2400.71,1,0,95552,980,33.950516,Bhaktapur,Month-to-Month,6,43,3,High,70.52577362060546,-5.475773620605466,0.0
47,7,0.0,0,Unknown,Unknown,48,Cayucos,2510,Month-to-Month,United States,1853-ARAAQ,Stayed,0,1,Female,1,DSL,"35.511833, -120.918713",35.511833,-120.918713,0,50.35,0,0,0,Unknown,0,0,1,0,Credit Card,0,3220,0,Q3,0,5,0,California,1,1,1,26,1277.5,0,0.0,0.0,1277.5,0,1,93430,2303,26.600515,Bhaktapur,Month-to-Month,6,43,3,High,85.96077304840088,-35.61077304840088,0.0
38,4,38.8,1,Price,Price too high,85,Samoa,2485,Month-to-Month,United States,1853-UDXBW,Churned,0,0,Male,1,Fiber Optic,"40.809636, -124.189977",40.809636,-124.189977,1,70.0,0,0,1,Unknown,0,0,1,1,Bank Withdrawal,1,395,0,Q3,1,2,0,California,0,0,0,1,70.0,0,38.8,0.0,108.8,0,1,95564,1862,36.425514,Bhaktapur,Month-to-Month,6,43,3,High,91.87827133178712,-21.87827133178712,1.0
65,0,41.98,0,Unknown,Unknown,20,Oakland,3460,Two Year,United States,1855-CFULU,Stayed,0,0,Female,0,Fiber Optic,"37.787186, -122.14633",37.787186,-122.14633,0,20.05,0,0,0,Unknown,0,0,0,0,Credit Card,1,24518,0,Q3,0,5,1,California,0,0,0,4,91.45,0,167.92,0.0,259.37,0,0,94619,3185,11.450515,Bhaktapur,Two Year,6,43,3,High,80.875772190094,-60.825772190094,0.0
23,85,0.0,0,Unknown,Unknown,42,Forestville,4698,One Year,United States,1866-DIOQZ,Stayed,0,1,Female,1,Cable,"38.499302, -122.92444",38.499302,-122.92444,1,66.8,0,0,10,Unknown,1,1,0,1,Bank Withdrawal,0,6216,1,Q3,1,4,0,California,1,1,1,71,4689.15,0,0.0,0.0,4689.15,1,1,95436,1127,34.825516,Bhaktapur,One Year,6,43,3,High,74.77827362060546,-7.978273620605464,0.0
48,23,32.0,0,Unknown,Unknown,22,Arcata,3235,One Year,United States,1866-NXPSP,Stayed,0,1,Female,1,Cable,"40.839958, -124.003757",40.839958,-124.003757,0,75.55,0,0,0,Unknown,1,1,1,0,Credit Card,1,19596,1,Q3,0,4,0,California,1,1,0,36,2680.15,100,1152.0,0.0,3932.15,0,0,95521,2352,39.200516,Bhaktapur,One Year,6,43,3,High,105.84077362060546,-30.290773620605464,0.0
28,59,42.99,0,Unknown,Unknown,22,Sacramento,5494,Month-to-Month,United States,1866-OBPNR,Joined,1,0,Male,1,Fiber Optic,"38.619049, -121.517552",38.619049,-121.517552,1,74.6,0,1,5,Unknown,1,0,0,1,Credit Card,1,31422,0,Q3,1,5,0,California,0,0,0,1,74.6,0,42.99,0.0,117.59,1,1,95833,1372,38.725513,Bhaktapur,Month-to-Month,6,43,3,High,85.52827018737793,-10.928270187377933,0.0
77,21,42.06,1,Competitor,Competitor had better devices,91,Redlands,2169,Month-to-Month,United States,1866-RZZQS,Churned,0,1,Male,1,Fiber Optic,"34.003243, -117.138286",34.003243,-117.138286,0,98.4,1,0,0,Offer B,0,0,1,0,Bank Withdrawal,1,31230,0,Q3,0,1,1,California,1,0,1,41,4187.75,0,1724.46,0.0,5912.21,0,1,92373,3773,50.625515,Bhaktapur,Month-to-Month,6,43,3,High,151.3982724761963,-52.99827247619629,1.0
47,14,22.71,0,Unknown,Unknown,78,Sacramento,5709,Month-to-Month,United States,1867-TJHTS,Stayed,0,0,Female,1,Fiber Optic,"38.550722, -121.457314",38.550722,-121.457314,0,79.8,1,0,0,Unknown,0,1,1,0,Bank Withdrawal,1,14966,0,Q3,0,4,0,California,0,0,0,58,4526.85,0,1317.18,0.0,5844.03,0,1,95817,2303,41.325516,Bhaktapur,Month-to-Month,6,43,3,High,108.04827362060547,-28.248273620605474,0.0
28,0,21.19,0,Unknown,Unknown,66,Berkeley,4840,One Year,United States,1872-EBWSC,Stayed,0,0,Female,0,Fiber Optic,"37.866009, -122.286228",37.866009,-122.286228,0,20.35,0,0,0,Unknown,0,0,0,0,Mailed Check,1,15638,0,Q3,0,4,0,California,0,0,0,29,617.35,0,614.51,0.0,1231.86,1,0,94702,1372,11.600514,Bhaktapur,One Year,6,43,3,High,44.8407716178894,-24.4907716178894,0.0
26,53,11.51,1,Attitude,Attitude of support person,83,Tujunga,4690,Month-to-Month,United States,1875-QIVME,Churned,1,1,Female,1,Fiber Optic,"34.296574, -118.244839",34.296574,-118.244839,1,104.4,1,3,1,Offer E,0,0,1,1,Bank Withdrawal,1,26753,1,Q3,1,3,0,California,1,1,1,2,242.8,0,23.02,45.44,220.38,1,1,91042,1274,53.625515,Bhaktapur,Month-to-Month,6,43,3,High,105.9182724761963,-1.5182724761962874,1.0
65,4,16.34,1,Competitor,Competitor had better devices,82,Piercy,6363,Month-to-Month,United States,1891-FZYSA,Churned,0,0,Male,1,Fiber Optic,"39.955587, -123.681175",39.955587,-123.681175,1,89.95,1,0,1,Unknown,1,0,1,1,Bank Withdrawal,1,200,0,Q3,1,1,1,California,0,0,1,69,6143.15,110,1127.46,6.79,7373.82,0,0,95587,3185,46.400517,Bhaktapur,Month-to-Month,6,43,3,High,133.30077476501464,-43.350774765014634,1.0
38,2,18.01,1,Competitor,Competitor had better devices,82,Lancaster,3161,Month-to-Month,United States,1894-IGFSG,Churned,0,0,Female,1,Fiber Optic,"34.712708, -117.889656",34.712708,-117.889656,0,89.25,0,0,0,Unknown,0,0,0,0,Bank Withdrawal,1,57794,0,Q3,0,1,0,California,1,1,1,22,1907.85,0,396.22,0.0,2304.07,0,1,93535,1862,46.050514,Bhaktapur,Month-to-Month,6,43,3,High,106.31577133178712,-17.06577133178712,1.0
38,5,45.59,0,Unknown,Unknown,20,San Jacinto,5684,Month-to-Month,United States,1895-QTKDO,Joined,0,0,Female,1,DSL,"33.796568, -116.924723",33.796568,-116.924723,0,43.95,0,0,0,Unknown,0,0,0,0,Credit Card,1,21349,0,Q3,0,5,0,California,0,0,0,1,43.95,0,45.59,0.0,89.54,0,1,92583,1862,23.400515,Bhaktapur,Month-to-Month,6,43,3,High,72.34077190399171,-28.390771903991705,0.0
44,19,37.0,0,Unknown,Unknown,43,Lathrop,5240,Two Year,United States,1897-OKVMW,Stayed,1,1,Female,1,DSL,"37.80821, -121.308401",37.80821,-121.308401,1,90.6,1,1,3,Unknown,1,1,1,1,Mailed Check,1,10834,1,Q3,1,4,0,California,1,1,1,64,5817.45,0,2368.0,0.0,8185.45,0,1,95330,2156,46.725513,Bhaktapur,Two Year,6,43,3,High,113.20827018737793,-22.60827018737794,0.0
23,58,48.17,0,Unknown,Unknown,46,Elk Grove,5662,One Year,United States,1898-JSNDC,Stayed,0,0,Female,1,DSL,"38.35363, -121.44195",38.35363,-121.44195,0,58.6,0,0,0,Offer C,1,0,1,0,Credit Card,1,47065,0,Q3,0,4,0,California,0,0,1,39,2224.5,0,1878.63,0.0,4103.13,1,1,95758,1127,30.725515,Bhaktapur,One Year,6,43,3,High,68.62827304840087,-10.02827304840087,0.0
39,12,39.58,1,Dissatisfaction,Lack of self-service on Website,91,North Hollywood,5438,Month-to-Month,United States,1902-XBTFB,Churned,0,1,Male,1,Fiber Optic,"34.207295, -118.400022",34.207295,-118.400022,0,89.4,0,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,57146,0,Q3,0,2,0,California,0,0,1,22,2001.5,0,870.76,0.0,2872.26,0,1,91605,1911,46.125515,Bhaktapur,Month-to-Month,6,43,3,High,107.40827247619629,-18.008272476196282,1.0
42,0,20.11,0,Unknown,Unknown,33,Pebble Beach,3107,Month-to-Month,United States,1905-OEILC,Joined,0,0,Female,0,Fiber Optic,"36.587497, -121.944815",36.587497,-121.944815,0,19.5,0,0,0,Offer E,0,0,0,0,Credit Card,1,4602,0,Q3,0,5,0,California,0,0,0,1,19.5,0,20.11,0.0,39.61,0,0,93953,2058,11.175514,Bhaktapur,Month-to-Month,6,43,3,High,57.92327133178711,-38.42327133178711,0.0
59,23,49.33,0,Unknown,Unknown,35,Colton,5544,Month-to-Month,United States,1910-FMXJM,Stayed,0,0,Female,1,Fiber Optic,"34.030915, -117.273201",34.030915,-117.273201,1,80.4,0,0,8,Unknown,0,0,0,1,Bank Withdrawal,1,52202,0,Q3,1,3,0,California,1,1,0,36,2937.65,0,1775.88,0.0,4713.53,0,1,92324,2891,41.625515,Bhaktapur,Month-to-Month,6,43,3,High,120.25827247619628,-39.85827247619628,0.0
56,0,44.05,0,Unknown,Unknown,48,Belvedere Tiburon,2870,One Year,United States,1915-OAKWD,Stayed,0,0,Female,0,Fiber Optic,"37.885629, -122.46858",37.885629,-122.46858,0,19.3,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,13065,0,Q3,0,3,0,California,0,0,0,16,360.35,0,704.8,0.0,1065.15,0,0,94920,2744,11.075515,Bhaktapur,One Year,6,43,3,High,71.49327219009399,-52.19327219009399,0.0
42,17,28.7,0,Unknown,Unknown,67,Fish Camp,4699,Month-to-Month,United States,1919-RTPQD,Stayed,1,0,Male,1,DSL,"37.483535, -119.679414",37.483535,-119.679414,1,44.75,0,1,7,Offer E,0,0,0,1,Bank Withdrawal,1,77,0,Q3,1,5,0,California,0,0,0,7,333.65,0,200.9,0.0,534.55,0,1,93623,2058,23.800514,Bhaktapur,Month-to-Month,6,43,3,High,76.8607713317871,-32.110771331787106,0.0
36,30,36.93,0,Unknown,Unknown,34,Olivehurst,4572,One Year,United States,1921-KYSAY,Stayed,0,1,Female,1,DSL,"39.082568, -121.55325",39.082568,-121.55325,0,68.6,1,0,0,Unknown,0,0,1,0,Bank Withdrawal,1,6439,1,Q3,0,4,0,California,1,1,0,41,2877.05,0,1514.13,0.0,4391.18,0,1,95961,1764,35.725513,Bhaktapur,One Year,6,43,3,High,88.86827018737793,-20.268270187377937,0.0
49,0,24.53,0,Unknown,Unknown,23,Oroville,5967,Month-to-Month,United States,1925-GMVBW,Stayed,0,0,Female,0,Fiber Optic,"39.624561, -121.552866",39.624561,-121.552866,0,20.55,0,0,0,Unknown,0,0,0,0,Credit Card,1,17782,0,Q3,0,3,0,California,0,0,0,5,96.1,0,122.65,0.0,218.75,0,0,95965,2401,11.700515,Bhaktapur,Month-to-Month,6,43,3,High,65.570772190094,-45.02077219009401,0.0
62,11,22.61,1,Competitor,Competitor offered higher download speeds,74,Los Angeles,3887,Month-to-Month,United States,1925-TIBLE,Churned,0,0,Female,1,Fiber Optic,"34.091829, -118.491244",34.091829,-118.491244,1,86.5,1,0,1,Unknown,0,0,1,1,Bank Withdrawal,1,33523,0,Q3,1,1,0,California,0,0,1,7,582.5,20,158.27,0.0,760.77,0,0,90049,3038,44.675514,Bhaktapur,Month-to-Month,6,43,3,High,127.7732713317871,-41.2732713317871,1.0
47,3,17.07,0,Unknown,Unknown,28,Placerville,4592,Month-to-Month,United States,1928-BXYIV,Joined,0,0,Male,1,DSL,"38.733714, -120.795213",38.733714,-120.795213,0,61.15,1,0,0,Offer E,1,1,0,0,Bank Withdrawal,1,34146,0,Q3,0,4,0,California,0,0,0,1,61.15,0,17.07,0.0,78.22,0,1,95667,2303,32.000515,Bhaktapur,Month-to-Month,6,43,3,High,94.06077247619629,-32.91077247619629,0.0
